"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"NP_251942.1",82.0354592796371,-0.356146307133171,0.302599430087583,-1.17695630500722,0.239212946897352,0.505850987053039
"NP_251943.1",48.7026768545019,-0.365464514789119,0.258597645176388,-1.41325538575511,0.1575806467534,0.404728851504343
"NP_251944.1",127.994357156285,-0.337632862818053,0.252366286634575,-1.33786833146594,0.18093936213215,0.43495846116903
"NP_251945.1",281.069906939204,-0.164355809001854,0.182893378547904,-0.898642751896052,0.368842979198507,0.631016449259163
"NP_251946.1",742.876636207212,-0.464312286601071,0.321225580935019,-1.44543994674881,0.148334349717313,0.392830881183121
"NP_251947.1",4958.03145283181,-0.114191788774828,0.201674352862754,-0.566218694414453,0.571245123145493,0.789207157455295
"NP_251948.1",320.800042722194,-0.394995022700139,0.257193212989949,-1.53579100361243,0.124589646877049,0.360285773851529
"NP_251949.1",148.35299936192,-0.0619515053038952,0.24434045122665,-0.253545841439202,0.799846441747576,0.912655824929794
"NP_251950.1",359.707368669062,-0.148212472454616,0.135367620501766,-1.09488865878884,0.27356541824635,0.54283348611682
"NP_251951.1",1300.23794639468,-0.230693570570655,0.304370145349935,-0.75793757730551,0.448488353142779,0.698039279408447
"NP_251952.1",1863.80515688456,-0.17768738559171,0.211097862085674,-0.841729915386806,0.399939149244478,0.658040790852815
"NP_251953.1",562.807203154988,0.35430329211524,0.257911242803147,1.37374116872317,0.169522051127099,0.420251364926145
"NP_251954.1",129.750568281813,0.516286636841373,0.305151843795072,1.69190076134061,0.0906648968167616,0.302256378941436
"NP_251955.1",85.971427594123,0.17741627645049,0.21581480645279,0.822076480138542,0.411033370564279,0.66759891104508
"NP_251956.1",9785.55746568327,-0.229490229164963,0.344984821407955,-0.66521833693542,0.50591085373055,0.744029494916091
"NP_251957.1",698.962436793886,0.199674213207757,0.0927191786222532,2.15353733903585,0.0312764728512311,0.170760939201515
"NP_251958.1",269.262669570479,-0.194744579705735,0.258604541508818,-0.753059395513729,0.45141422295177,0.700826885800541
"NP_251959.1",263.691544473195,0.159333045894443,0.175324709230381,0.908788308241683,0.363461879314247,0.627665763848043
"NP_251960.1",476.960733721913,0.200016444049028,0.33087587613964,0.604505974816415,0.545507298085271,0.769525269735517
"NP_251961.1",1116.90051739435,0.704141955453893,0.285414011873911,2.46708965278469,0.0136216247843232,0.109248182613663
"NP_251962.1",1418.52854087779,-0.794753059957406,0.26506399640535,-2.99834406307685,0.00271451029789548,0.0444807621259812
"NP_251963.2",69.7947027153525,-0.609926221967452,0.27448213006578,-2.22209810824946,0.0262766761022671,0.156869780640602
"NP_251964.1",114.242934268502,-0.62033943966723,0.402636937560297,-1.54069182878764,0.123391806461987,0.358126193376356
"NP_251965.1",47.4162915151515,-0.26506210763482,0.196185383488173,-1.35107979464127,0.176669873154558,0.428416734290154
"NP_251966.1",188.893223381748,-0.33117095238331,0.163133336012864,-2.03006301763605,0.0423501340907983,0.203441698596938
"NP_251967.1",438.420317837967,-1.01979307803015,0.325583790629319,-3.13219855343229,0.00173502495561748,0.0349393793598622
"NP_251968.1",4740.46298320145,0.136866798664506,0.404180468457249,0.338627938126066,0.734890033218354,0.877259193433765
"NP_251969.1",105.743453347442,-0.937509569100056,0.454877144907507,-2.06101708911026,0.0393014097715247,0.195282154876002
"NP_251970.1",151.233504755299,0.277037398078718,0.247573888157041,1.11900895583539,0.263136318354345,0.532209440107773
"NP_251971.1",112.490929992798,0.0386585431958601,0.344434389741787,0.112237756586505,0.910634892863017,0.966522439330977
"NP_251972.1",29.0967340894594,1.03075496283303,0.373010842162343,2.76333780771022,0.00572135192063437,0.0670261246307854
"NP_251973.1",100.782223980156,0.823354675776253,0.354963599384407,2.3195467850905,0.0203654074345073,0.135883474815116
"NP_251974.1",104.933021601231,1.25047173135732,0.51084224086781,2.44786282597352,0.0143706355388757,0.113097075132207
"NP_251975.1",474.882310266668,-0.492938908167551,0.222959178817689,-2.21089309164805,0.0270432411915055,0.159391659111758
"NP_251976.1",1159.9846648162,0.101034385225129,0.154368555342887,0.654501073749828,0.512789035595325,0.747268342904777
